X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.5731031053,43.1663753237,63537,"161 Melville St, Rochester, NY, 14609",161 MELVILLE ST,2018-00054892,2018,3,407,2018-03-11T04:07:00.000Z,2018,3,407,2018-03-11T04:07:00.000Z,2018,3,407,2018-03-11T08:07:00.000Z,161 MELVILLE ST,Rochester,NY,215,Goodman,Cleared by Arrest - Adult,PL ,120.05,2,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Blunt Object,* No Larceny Type Specified *,Single Family Home,215,Goodman,5
-77.6451237821,43.1311847462,64059,"362 Brooks Ave, Rochester, NY, 14619",362 BROOKS AVE,2018-00057345,2018,3,1225,2018-03-14T12:25:00.000Z,2018,3,1225,2018-03-14T12:25:00.000Z,2018,3,1225,2018-03-14T16:25:00.000Z,362 BROOKS AVE,Rochester,NY,243,Genesee,Field,PL ,120.14,1,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Multiple Dwelling,243,Genesee,3
-77.5954788799,43.1534701436,64089,"277 Alexander St, Rochester, NY, 14607",277 ALEXANDER ST,2018-00050887,2018,3,2200,2018-03-05T22:00:00.000Z,2018,3,830,2018-03-06T08:30:00.000Z,2018,3,831,2018-03-06T13:31:00.000Z,277 ALEXANDER ST,Rochester,NY,219,Central,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
-77.5464971099,43.1611718116,64166,"816 North Winton Rd, Rochester, NY, 14609",816 N WINTON ROAD,2018-00057441,2018,3,1645,2018-03-13T16:45:00.000Z,2018,3,1529,2018-03-14T15:29:00.000Z,2018,3,1529,2018-03-14T19:29:00.000Z,816 N WINTON ROAD,Rochester,NY,235,Goodman,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,235,Goodman,5
-77.5790715579,43.1812012018,64200,"113 Northland Ave, Rochester, NY, 14609",113 NORTHLAND AVE,2018-00055216,2018,3,1722,2018-03-11T17:22:00.000Z,2018,3,1722,2018-03-11T17:22:00.000Z,2018,3,1722,2018-03-11T21:22:00.000Z,113 NORTHLAND AVE,Rochester,NY,267,Clinton,Cleared by Arrest - Adult,PL ,165.05,1,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,267,Clinton,7
-77.6243579257,43.1236079463,64202,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00055727,2018,3,700,2018-03-06T07:00:00.000Z,2018,3,1600,2018-03-08T16:00:00.000Z,2018,3,1134,2018-03-12T15:34:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Field,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Hospital,263,Genesee,3
-77.6212964192,43.1735621437,64203,"21 Evergreen St, Rochester, NY, 14605",21 EVERGREEN ST,2018-00055913,2018,3,700,2018-03-12T07:00:00.000Z,2018,3,1330,2018-03-12T13:30:00.000Z,2018,3,1549,2018-03-12T19:49:00.000Z,21 EVERGREEN ST,Rochester,NY,277,Clinton,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,277,Clinton,7
-77.6078202689,43.1953866887,64205,"370 E Ridge Rd, Rochester, NY, 14621",370 EAST RIDGE ROAD,2018-00051284,2018,3,1342,2018-03-06T13:42:00.000Z,2018,3,1342,2018-03-06T13:42:00.000Z,2018,3,1342,2018-03-06T18:42:00.000Z,370 EAST RIDGE ROAD,***,NY,***,***,Field,PL ,155.3,5,4,E,F,Larceny,Grand Larceny 4th: Property Taken From Person               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Doctor's Office,,,
-77.5994980949,43.1543490095,64249,"15 Savannah St, Rochester, NY, 14607",15 SAVANNAH ST,2018-00055886,2018,3,1206,2018-03-12T12:06:00.000Z,2018,3,1530,2018-03-12T15:30:00.000Z,2018,3,1530,2018-03-12T19:30:00.000Z,15 SAVANNAH ST,Rochester,NY,219,Central,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,219,Central,9
-77.6243579257,43.1236079463,64308,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00053242,2018,3,2200,2018-03-08T22:00:00.000Z,2018,3,2300,2018-03-08T23:00:00.000Z,2018,3,134,2018-03-09T06:34:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Field,PL ,155.3,4,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,All Other Larcenies,Hospital,263,Genesee,3
-77.6243579257,43.1236079463,64323,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00053302,2018,3,1900,2018-03-08T19:00:00.000Z,2018,3,200,2018-03-09T02:00:00.000Z,2018,3,330,2018-03-09T08:30:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Field,PL ,155.3,4,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,Theft from Building,Hospital,263,Genesee,3
-77.6267009982,43.1298190004,64382,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",500 JOSEPH C WILSON BLVD,2018-00051580,2018,3,148,2018-03-07T01:48:00.000Z,2018,3,155,2018-03-07T01:55:00.000Z,2018,3,148,2018-03-07T06:48:00.000Z,500 JOSEPH C WILSON BLVD,Rochester,NY,263,Genesee,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,College,263,Genesee,3
-77.5906673122,43.1563480075,64393,"10 Prince St, Rochester, NY, 14607",10 PRINCE ST,2018-00050898,2018,3,2040,2018-03-05T20:40:00.000Z,2018,3,935,2018-03-06T09:35:00.000Z,2018,3,937,2018-03-06T14:37:00.000Z,10 PRINCE ST,Rochester,NY,245,Goodman,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,245,Goodman,5
-77.6360656769,43.1652043414,64413,"33 Sherman St, Rochester, NY, 14606",33 SHERMAN ST,2018-00050547,2018,3,520,2018-03-05T05:20:00.000Z,2018,3,1530,2018-03-05T15:30:00.000Z,2018,3,1652,2018-03-05T21:52:00.000Z,33 SHERMAN ST,Rochester,NY,261,Lake,Office,PL ,140.25,2,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,261,Lake,1
-77.6133177969,43.1782232579,64440,"1050 N Clinton Ave, Rochester, NY, 14621",1050 N CLINTON AVE,2018-00049858,2018,3,500,2018-03-04T05:00:00.000Z,2018,3,2330,2018-03-04T23:30:00.000Z,2018,3,2351,2018-03-05T04:51:00.000Z,1050 N CLINTON AVE,Rochester,NY,247,Clinton,Office,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Multiple Dwelling,247,Clinton,7
-77.6724277208,43.1778115199,65456,"655 Colfax St, Rochester, NY, 14606",655 COLFAX ST,2018-00050297,2018,3,1124,2018-03-05T11:24:00.000Z,2018,3,1150,2018-03-05T11:50:00.000Z,2018,3,1400,2018-03-05T19:00:00.000Z,655 COLFAX ST,Rochester,NY,241,Lake,Cleared by Arrest - Adult,PL ,155.25,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,School,241,Lake,1
-77.597075928,43.156542882,67296,"17 Pitkin St, Rochester, NY, 14607",17 PITKIN ST,2018-00052046,2018,3,1200,2018-03-07T12:00:00.000Z,2018,3,1700,2018-03-07T17:00:00.000Z,2018,3,1726,2018-03-07T22:26:00.000Z,17 PITKIN ST,Rochester,NY,219,Central,Field,PL ,140.2,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Business Office,219,Central,9
-77.6403111537,43.1252167252,67664,"1301 Genesee St, Rochester, NY, 14611",1301 GENESEE ST,2018-00052505,2018,3,1700,2018-03-06T17:00:00.000Z,2018,3,1700,2018-03-06T17:00:00.000Z,2018,3,930,2018-03-08T14:30:00.000Z,1301 GENESEE ST,Rochester,NY,243,Genesee,Warrant Application,PL ,165.05,1,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Street,243,Genesee,3
